tweet_id,text,pretag,intent,gold_reply_summary,should_escalate,escalation_reason
1482393,Am I the only one who can’t get the @136756 app on the #AppleTV to work? It just keeps saying “Oops something went wrong try again”. Any fixes to this? @AppleSupport,question,,,,
1474707,"über Akku performance müssen wir dringend reden, still catastrophy  @AppleSupport @462345 #iphone6splus iOS 11.2 Beta 1 viel schneller",other,,,,
1448096,Hello @AppleSupport. How do I fix - “There was an error connecting to the Apple ID server” when signing into @118721 ?,question,,,,
1588147,Hey @AppleSupport can you fix the update where my I️ key doesn’t work 95% of the time,other,,,,
1480725,@AppleSupport my phones been super laggy and occasionally freezes on my 6s with iOS11. I’m about to be done with it,other,,,,
2048642,So glad I sent my macbook to go get fixed just so it would come back and stop working a week later🙄 @AppleSupport,other,,,,
2748389,@AppleSupport still waiting for my DM to be answered 7 days later,other,,,,
2069701,"@AppleSupport why does the now iOS 11 drain our battery, can we go back to iOS 10?",question,,,,
2502035,"@AppleSupport we're having issues with any iPad running 10.3.3 will not install apps via our MDM @96985 tech support says it's an issue with your servers, do you know of a solution?",angry,,,,
1575032,Getting sick of this @AppleSupport @191435 https://t.co/pEsZjOH4bs,other,,,,
621812,@AppleSupport iPhone 8 Plus upgraded to iOS 11.0.2 and now phone refuses to sound any tones or vibrations whatsoever for incoming texts.,other,,,,
1203524,@AppleSupport Why is ios11.03 draining my battery on 7plus within half a day!! This is ridiculous,angry,,,,
2689546,.@188 and @126972 apps deleted. I will use the mobile version of each one. My iPhone battery life is draining so fast. #iOS11 cc @115858 @AppleSupport,other,,,,
1298522,@AppleSupport fix your buggy software. Constantly unusable WiFi sitting in the same room as router and loading wheel keeps spinning.,other,,,,
1297963,@AppleSupport What is MacKeeper? All of a sudden today I got a message to fix my laptop. Then someone started a convo with me? I'm so lost.,question,,,,
2035058,"@applesupport This latest upgrade has wreaked havoc on my phone. It won't even turn on now, even after charging it all night 😩",other,,,,
1905787,"@AppleSupport my printer is printing tiny images in the corner of the page since I changed to ISO11
Please help 
Desperate",other,,,,
36028,@AppleSupport Trying to access iTunes Connect and keep getting this when I click on artists. On two different computers (both IE and Chrome) https://t.co/SLcNN0jSkW,other,,,,
541204,"Hi @AppleSupport , my iphone 7 plus keep restarting every minutes. I'm using ios 11.1.2, solutions needed ASAP!",other,,,,
2703248,@AppleSupport does the 10.5 iPad Pro come with low battery support function like it has on the iphones?,question,,,,
552090,"@AppleSupport , I have an iPhone 7, just did the update and now my phone keeps shutting off and re-booting itself every time I try to read or do anything on my phone ! Frustrating just started this morning any suggestions ! FYI my son having same issue both of us on a 7",angry,,,,
1583036,@AppleSupport you’ve spent years getting me to the point I️ can’t type without autocorrect. Now I️ can’t type with autocorrect. Fix this bug,other,,,,
2093684,This is really starting to piss me off. I’m literally connected to WiFi @AppleSupport https://t.co/BMqQOyfvlB,other,,,,
1633057,Hey @AppleSupport I’m having the same problem. Update the OS with a bug fix? https://t.co/sHbhTmjW8S,question,,,,
2008434,@AppleSupport DPMO!!!! 😡 https://t.co/YZS5hydZcJ,angry,,,,
1950735,I really wish I hadn’t updated my phone to iOS 11. @AppleSupport are you aware of the constant crashing &amp; freezing? Can you tell Tim Cook?,question,,,,
2152086,@AppleSupport can you guys fix the music memos app? unresponsive since the last iOS update. ok thx :*,question,,,,
456115,@AppleSupport is the share menu supposed to do this? https://t.co/mMZocotgVR,question,,,,
2698054,@AppleSupport what’s the correct way to file a report about this (persistent) bug in MacOS? https://t.co/aeBZdk2vMW,question,,,,
518346,"@AppleSupport so when trying to use your first generation iPad mini iOS 9.3.5 why can't you download apps that are from that time, also why does it make your apps crash I ain't buying a new iPad just because you take all the old stuff away",other,,,,
2072056,@AppleSupport if you buy a iPhone in the USA is the warranty still valid in the U.K.,other,,,,
27511,@AppleSupport please tell why my new iPhone 8 keeps telling me that iMessage is waiting for activation,other,,,,
600427,@AppleSupport i got a problem with my face id. May i direct message you to describe my problem,other,,,,
1748051,"Hey @AppleSupport, I turned on optimize space for my photos, if I send a photos to friends, will they still get the full-resolution photo?",question,,,,
1795055,"@AppleSupport @115858 You have worst iCare service center called Ample Technologies in Bengaluru,India.There is no communication or updation",angry,,,,
2773248,"@AppleSupport Unable to update Apple ID. It says ""Your Apple ID cannot be updated at this time. Please try again later."" See more details about my issue at https://t.co/OQSjN0MoIb",angry,,,,
1936949,@AppleSupport and the flash even I turned it off already. I keep on manually turning it off everytime I use the camera. IOS 11.0.3 #iphone7,other,,,,
1982666,Why is I️ auto correcting to this? @115858 @AppleSupport https://t.co/T7toGYS2t7,question,,,,
1773725,My iPhone X dies fast and has glitches. It also froze today 3 times @AppleSupport 🙁,other,,,,
1767431,@AppleSupport the capital “I️” bullshit is ridiculous.,angry,,,,
2585760,So sick of my phone crashing constantly since the new update. Sort it out 😤😤  @AppleSupport,other,,,,
1297514,What’s a number I can call @AppleSupport my music not working,other,,,,
588188,"Hey, @115858! How about releasing an update that DOESN’T kill your battery. My 6 has a ton of great features, and they’re all turned off to save battery life. I lost a percent every 15 seconds this morning CHECKING MY EMAIL! @AppleSupport",other,,,,
2618416,@AppleSupport my music has disappeared from Apple Music all my downloads albums and my own playlist are gone,other,,,,
248739,Why does my phone keep automatically turning on WiFi and Bluetooth even when I manually turn them off 😤 @AppleSupport,other,,,,
1444472,@AppleSupport iOS 11 killed my iPad battery life and 11.1 hasn't fixed the issue at all. Tried everything. Any help would be appreciated.,angry,,,,
2003380,This update got my phone going ape shit @AppleSupport,other,,,,
51650,HOW DO I️ FIX THIS SOMEONE HELP @AppleSupport https://t.co/oNbzVJsSdw,other,,,,
701631,"@AppleSupport hi, I updated to 11.1 2 and now videos won’t play in any of my apps. YouTube, Twitter, facebook, instagram. Nada. 😐",other,,,,
2569230,@AppleSupport whay can't I view/type in landscape on my iphone 6s v 11.0.3? This is annoying and makes it impossible to comment quickly.,question,,,,
2622713,Hi @AppleSupport how do I find photos with unknown faces in High Sierra Photos?,question,,,,
996615,"I already had reputation on my phone, but I updated my ios and it disappeared and now this happens when I try to redownload the new songs @AppleSupport https://t.co/VBbXK9LJjA",other,,,,
2139840,@AppleSupport DO AN UPDATE. This is annoying. https://t.co/JK5vMV1MH6,other,,,,
926403,"@AppleSupport How can I switch me to be the ""organizer?"" I just switched to @115948 family plan and would like to add Casey. https://t.co/aS1Tz45O2b",question,,,,
1586237,"@AppleSupport Why was the iPhone X available to pick up in store but once I complete the process I get an ""unable to complete""! 3 Times! 1",other,,,,
245263,@AppleSupport why have you broken my iPhone #ios1101 everything is sooooooo #slow,other,,,,
245315,@AppleSupport will you fix this with the 11.0.2 versión? @115858 @119459 https://t.co/yfVz0Effqi,question,,,,
616278,"@AppleSupport #ios11 👎🏻👎🏻👎🏻
è uno schifo: consuma una valanga di batteria ed è instabile!!",angry,,,,
1106652,I just accidentally reported all of my text messages as junk. Smh what happens now? @AppleSupport,question,,,,
2697297,@AppleSupport since updating to 11.1.2 on my iPhone X the battery has been draining faster. Was 100% 2 hours ago. Normal use. Now at 79%. This is different from how it’s been since I got the X. Should be 90% ish.,other,,,,
940557,My MacBook is stuck on caps lock 😭 how can I fix this @AppleSupport,other,,,,
1774754,Ok I’m bout tired of seeing these damn boxes all over my iPhone.  @AppleSupport wyd. Why y’all haven’t fixed this yet 🤨 #WASTEyutes,other,,,,
2277950,why can't my songs download over wifi 🙄 @115948 @AppleSupport,other,,,,
1507339,Wtf was y’all point of changing the “I️” like y’all really fucking annoying @115858 @AppleSupport,other,,,,
1484858,"Hey @applesupport can you help me?
https://t.co/eFMPy1bQkd",question,,,,
2592235,It’s sad that the calculator bug still exists @AppleSupport https://t.co/hDvWOioVn3,other,,,,
2627809,"@AppleSupport good morning, my iPad is showing a personal hotspot option even though my phone hotspot is off. And it doesn’t connect to it when I enable hotspot then tap on the personal hotspot. a fix which is to reset the network settings but it comes back every time. https://t.co/rJssEHSSNH",other,,,,
1833609,@AppleSupport updated my 6plus yesterday and my battery has been draining faster than ever! I use to have great battery life. What’s up?,question,,,,
2947108,@AppleSupport is non contigous selection possible on Pages?,question,,,,
2335073,I can’t make phone calls 🙃 @AppleSupport https://t.co/aNdVFdzL1o,other,,,,
2434670,"@AppleSupport hi, since ios 11.0.3 update my📱 7 can’t connect to WiFi. How to fix it? Thanks!",question,,,,
1931117,@AppleSupport  is it better now for for my phone and battery now that I can update to iOS 11 ? no?,question,,,,
2305157,".@AppleSupport you still haven’t fixed it. I’m about to return my Apple Watch because I’m not down to pay $15?/month for something that doesn’t work. Just like the first Apple Watch I bought, another half baked product. https://t.co/WzY8PKAk47",question,,,,
368785,"Dear @AppleSupport, the keyboard on ios 11 is absolutely not working on my 5S. Like ABSOLUTELY NOT. I’m turning mad. Please do something.",other,,,,
325484,"@AppleSupport hi, i update to Hugh Sierra but install stuck on progress bar for 2 days, so i power off my Mbp and now impossible tu update, everytime i return to recovery boot menu 😭😭😭it’s been 4 days i try... think my Mbp is dead 😭😭😭",other,,,,
448397,@AppleSupport I’ve done a backup to my new iPhone X everything has transferred over except images and videos why is this?,question,,,,
1747389,@AppleSupport how can i make my phone stop this uppercase I️ into symbols bs?,question,,,,
55967,@AppleSupport Will you please put the texting from the photo app option back? It is super annoying having to get out of photos to txt a pic.,question,,,,
1186577,@115858 @AppleSupport My wife's Apple Watch is causing skin reactions. Unsure if it's just strap or watch as well but she can't wear anymore.,other,,,,
2377125,@AppleSupport since I updated my new 6s plus to 11.1.1 iOS I no longer am receiving any of my phone calls or voice mails. #1 job is phone.,other,,,,
2360401,I️ am also a victim of this foolery @AppleSupport https://t.co/CgdJohg2N3,other,,,,
1171401,@AppleSupport help! This just happened? 😭 it turns on fine but then this happens when i go to enter the password and after 1-2min it dies?😭,question,,,,
2021640,how the hell do i get rid of this apple glitch? I’m so tired of seeing a “?” every goddamn time the letter “i” is tweeted. @AppleSupport,question,,,,
1738785,My phone has been glitchin like a bitch lately. @AppleSupport y'all are funny!,other,,,,
1403895,@AppleSupport is anyone else having problems with iPhone 6 after the last update? Phone keeps freezing on apps etc. having to switch on/off.,question,,,,
327093,@AppleSupport updated to iOS 11.0.2 and now my phone is super slow and laggy,other,,,,
463109,"YALLL, SO IM HERE @ THE TABLE DOING HW &amp; AS PER USUAL, MY PHONE WAS SITTING BESIDE ME, PLUGGED UP... SO IM JUST OVER HERE WRITING NUMBERS &amp; ERRYTHING, &amp; SUDDENLY I SMELL SOMETHING.. I LOOK OVER, &amp; I KID U NOT THERE IS SMOKE COMING OUT OF IT... AHH IDK WHAT TO DO @AppleSupport 😭",other,,,,
393611,"@AppleSupport I have over 100gb free in my iPhone 7+ but the App Store won’t let me install anything, why is that?",question,,,,
2024289,@AppleSupport https://t.co/qFrD2D8IlE,short,,,,
2945630,Noticing my battery doesn’t last as long since latest #IOS upgrade @115858 @AppleSupport,other,,,,
2969017,@AppleSupport Any fixes for the I.T issue??,angry,,,,
686913,why is my apple music trippin @115858 @AppleSupport @115948 I need answers,other,,,,
304012,@AppleSupport Can iPhones be remotely removed from iCloud account if isn’t in  possession anymore or does this need to happen on that phone?,question,,,,
2751466,"@AppleSupport My iPhone 7s updated to the new iOS 11.1.2 : WiFi doesn’t connect, iMessages doesn’t work &amp; I don’t receive pictures or gifs. Send me an iPhone X or fix it please 😭",other,,,,
1557815,@AppleSupport I received an email saying my account status has been changed could this be spam?,question,,,,
1372483,@AppleSupport Old Film purchasers disappeared from my account. Please help.,other,,,,
1327370,Kurioses Problem mit High Sierra: Mein  Brother P-Touch Software dreht beim Druck Text nicht korrekt. Irgendwer eine Idee? @AppleSupport,question,,,,
2899018,"@AppleSupport 

When I enter and play in the game.. Internet it breaks madly and this angers me when will fix it plz ? ☹️🙂",question,,,,
1798984,@AppleSupport updated iOS.  Now every time I touch my iPad it switches rotation even w rotation lock on.  How come? It’s most Annoying,question,,,,
1677110,@AppleSupport I couldn't login game center how to fix this? https://t.co/nZDzMgIaIF,question,,,,
1302369,Hi @AppleSupport I upgraded my iPhone 6 iOS 11.0.3 and now it’s slow and nearly unusable. Please help! #fix1103 #iPhoneProblems,other,,,,
2111461,@AppleSupport  why does my letter “eye” not work right on my phone? When I️ type it shows an exclaimation Mark and a symbol. #help,question,,,,
2067626,With new iOS update my battery percentage works as countdown. Why @AppleSupport .???,question,,,,
177813,@AppleSupport Just updated to iOS 11 and this happens to my keyboard..What happen here? https://t.co/3fMAUDBD0W,question,,,,
2987663,What the fuck @AppleSupport  my phone keeps hanging up calls and showing “call failure” 🤬😡,other,,,,
711678,@AppleSupport Ever since my iPhone 6 Plus automatically updated to IOS 11.0.2 it has been wigging out and every app is buggy. What is up?!?,question,,,,
356844,@AppleSupport my iPhone 7 Plus weirdly gets stuck at back button while using Instagram and is so slow after iOS update !!@115858,angry,,,,
2820440,"@AppleSupport you ruined perfectly working devices with #ios11. my #ipad and my #iphone are unusable now. heating up. slow. draining battery.  with #ios10 i never had any issues #apple 
getting tired now after installing 5 updates in 1 month...",angry,,,,
364069,"@AppleSupport I'm on 11.0.2. Thanks! We are all having same issues, battery dies quickly, takes forever to charge &amp; performance is VERY slow https://t.co/1G9S1f3AmZ",angry,,,,
2353699,@AppleSupport https://t.co/sVqsxNzXLK,short,,,,
2940374,So my @AppleSupport issue continues. They schedule a call for this morning. I pick it up. We are talking for a few minutes. The line drops.. They dont ring back. I cant ring them.,angry,,,,
2780660,"@AppleSupport so what is the answer for this... charger worked perfectly the night before... my phone updated on its own and now this is happening... btw, the charger works perfectly with the iPad and my wife’s phone, just my “updated” one has this issue. https://t.co/6PdcPVBnJu",angry,,,,
2889482,@AppleSupport hi guys! I have an iPhone 6s Plus that has developed a “blurry” camera issue and the Touch ID is no longer working. Purchased earlier this year in UAE. Can you let me know via my receipt I can DM you if covered by warranty for a fix?,angry,,,,
2425843,@AppleSupport can you please sort #Siri!! Trying to listen music and Siri keeps popping up when I didn’t even hold down the home button?? #help #iOS11,angry,,,,
1811804,what？@AppleSupport https://t.co/K8hTr2tun9,short,,,,
2555361,What is thisssss @115858 @AppleSupport ? Worst update ever https://t.co/Qt2KWH5IEC,angry,,,,
1765057,why is this “I” issue coming &amp; going as it pleases? @AppleSupport y’all need to fix this &amp; stop playing with me. or send us all new phones.,angry,,,,
143563,"Help @AppleSupport since the 11.2 update, I’m having issues with some calls I make and receive: I can hear but the other person on call can’t hear me. Previous to the 11.3 update, my calls would sometimes cancel a second after connecting.",angry,,,,
1760353,@AppleSupport hello yes wyd?? we gotta problem please fix this I issue “I️ “,angry,,,,
633886,@AppleSupport the High Sierra OS is terrible! Safari is almost useless!! Everything’s slower! When is the fixed version coming out? Do not upgrade!!!,angry,,,,
1725702,Hey @AppleSupport. Fix this stupid I️ issue. We all know you want us to upgrade to the new phone but shaming us won’t work.,angry,,,,
1846470,@AppleSupport help!!! My 6s thinks I have headphones in my phone but I don’t so I can’t hear anything!!!,angry,,,,
2977387,@AppleSupport it's ridiculous how hard it is to get some help every time I walk into one of your stores. My Apple Watch has been broken for almost a year now because every store I walk into it takes forever for someone to assist me.,angry,,,,
1924608,How tf do you hard reset iPhone 8+?! i’m getting pissed off!!! This stupid ass I️ thing and my phone won’t update!!!!!!! @AppleSupport,angry,,,,
643251,My iphone 6 just keeps restarting randomly after Ios update #iosissues @AppleSupport,angry,,,,
2438665,"Hey @AppleSupport 11.0.3 is cutting my battery life by 90%!!!
Fix this before I have to go Android shopping please",angry,,,,
2424349,@AppleSupport after my iOS updates my battery is not even lasting half the day.....Fix this issue!!!!,angry,,,,
181433,.@115858 @AppleSupport would anyone care to get in touch to sort out the mess called High Sierra after it crashed my Mac? I logged a call for support a week ago and again two days ago and no one bothered to contact me #worstcustomercareever,angry,,,,
2900368,"@AppleSupport AirPods sometimes don’t work, music pauses by itself, facetime glitches any app I go into during and my music app is the worst thing ever #whenwillIOS11notsuck",angry,,,,
127147,@AppleSupport my phone is fucked since iOS11. Instagram has major flaws. Phone is slow and crashes. FIX IT. ASAP!!!,angry,,,,
2077966,@AppleSupport The new apple update completely messed up my iPhone SE !! 😭 how can I undo the update or is there a better one on the way?,angry,,,,
1450150,@AppleSupport iOS 11.1 drains my ipad battery.  I went from 100% to 7% in 2 hours while streaming radio.  Has never happened before. FIX!,angry,,,,
2420325,Got a reservation but couldn’t complete order because not finding reservation “known issue with @ATT” says phone support Help @AppleSupport!,angry,,,,
1265675,"@AppleSupport My iPhone6 with iOS10.2 can't connect with my airpods well, always failed to connect, I need to restart my phone every time!!",angry,,,,
1888285,@AppleSupport fix this restarting problem please!!! just fix it all,angry,,,,
2555303,"Still can’t get into iCloud. Still no contacts , still no apps ... ugh 😑 people probably think I’m avoiding them. I really dislike  @AppleSupport right now. Worst part is that when you call apple support the advisors are Uber rude 😡",angry,,,,
1168865,@AppleSupport either Help us or Let us downgrade Frm ios 11..!! 😭,angry,,,,
1335176,@AppleSupport I NEED HELP,short,,,,
1247261,@AppleSupport Is This Real? https://t.co/6tPFFWIfu1,short,,,,
770942,@AppleSupport hi. Please check DM's.,short,,,,
407071,@AppleSupport https://t.co/AkbvodfI9S,short,,,,
2285165,"@AppleSupport I use Apple Watch series 3. After updating to watch OS 4.1 which released 3 days back, the activity app is not tracking the miles walked, calories spent. Is this an issue with the latest update ?",angry,,,,
2002510,@AppleSupport Thanks for dummy update on ios 11! I used my 6S without any problem during 2 years. After ios 11 everything started to fail!!!,angry,,,,
1592374,@AppleSupport help me. NOW.,short,,,,
1746002,@AppleSupport please fix the “I️” problem please. So sick of these question mark boxes ruining everything!!!!!!,angry,,,,
1595024,@AppleSupport https://t.co/TsNOqnNnb9,short,,,,
2250005,@AppleSupport help?????? https://t.co/EfnzjIjThY,short,,,,
1801028,@AppleSupport Orphaned mail? https://t.co/iRNSCUlGku,short,,,,
1120242,@AppleSupport how do I fix this issue with lock screen not displaying time or notifications? Resets don’t work. https://t.co/ak4yt5ELj2,angry,,,,
1639018,@AppleSupport I need help!! Check ur dms please.,angry,,,,
1616728,SOS @AppleSupport @115858 https://t.co/oGfRrCQEDh,short,,,,
1583800,@115858 @AppleSupport why are our iPhones now having issues with the letter I️?!,angry,,,,
336599,"@AppleSupport Updated my software yesterday, and my battery drained overnight which it NEVER does - what the heck did you do to my phone??",angry,,,,
1838672,"@AppleSupport IOS 11, causing lot of problems in my iphone. Worst version ever!!!",angry,,,,
1617842,Anyone else having this iPhone problem? Whenever typing the letter “I” my phone wants to correct it to a question mark. @AppleSupport https://t.co/nqX43cCJuz,angry,,,,
998773,Whyyyyyyy @AppleSupport --- #imgentle https://t.co/kj2vHib2V9,short,,,,
